"movie_odid","display_name","production_company","billing","financing","in_association_with","production"
"426550100","Come As You Are","Chicago Media Angels","2","1","NULL","NULL"
"426550100","Come As You Are","Meridian Entertainment","3","1","NULL","NULL"
"426550100","Come As You Are","The Black List","4","1","NULL","NULL"
"426550100","Come As You Are","Florida Hill Entertainment","5","NULL","1","1"
"426550100","Come As You Are","BS Productions   ","6","NULL","1","1"
"426560100","Nan Fang Che Zhan De Ju Hui","He Li Chen Guang International Culture Media Co., Ltd.","1","1","NULL","NULL"
"426560100","Nan Fang Che Zhan De Ju Hui","Omnijoi","2","1","NULL","NULL"
"426560100","Nan Fang Che Zhan De Ju Hui","Tencent Pictures ","3","1","NULL","NULL"
"426560100","Nan Fang Che Zhan De Ju Hui","Green Ray Films","4","1","NULL","1"
"426560100","Nan Fang Che Zhan De Ju Hui","Maisong Entertainment Investment Co., Ltd.","5","NULL","NULL","1"
"426560100","Nan Fang Che Zhan De Ju Hui","Memento Films   ","6","NULL","NULL","1"
"426560100","Nan Fang Che Zhan De Ju Hui","ARTE France","7","1","NULL","1"
"426560100","Nan Fang Che Zhan De Ju Hui","Aide aux Cinemas du Monde","8","NULL","NULL","NULL"
"426560100","Nan Fang Che Zhan De Ju Hui","Centre National du Cinema et de L Image Animee","9","1","NULL","1"
"426560100","Nan Fang Che Zhan De Ju Hui","Memento Films International","10","1","NULL","1"
"426590100","Escape From Pretoria","Arclight Films","1","NULL","NULL","NULL"
"426650100","Possessor","Rhombus Media","1","NULL","NULL","NULL"
"426650100","Possessor","Rook Films","2","NULL","NULL","NULL"
"426830100","Lost in America","Village Entertainment  ","1","1","NULL","NULL"
"426830100","Lost in America","Go Spectrum Studios","2","1","1","NULL"
"426830100","Lost in America","Chhibber Mann Productions","3","NULL","NULL","1"
"426830100","Lost in America","Lynchpin Productions","4","NULL","NULL","1"
"426840100","Crepitus","Ginger Knight Films","1","1","NULL","1"
"426860100","I Used to Go Here","Myriad Pictures","1","NULL","NULL","NULL"
"426860100","I Used to Go Here","Party Over Here","2","NULL","NULL","NULL"
"426860100","I Used to Go Here","Ten Acre Films","3","NULL","NULL","NULL"
"426860100","I Used to Go Here","Yale Productions","4","NULL","NULL","NULL"
"426900100","Skin Walker","Media Luna New Films UG","1","1","NULL","NULL"
"426900100","Skin Walker","Calach Films","2","NULL","NULL","1"
"426900100","Skin Walker","Caviar","3","NULL","NULL","1"
"426920100","Fan Zui Xian Chang","One Cool Film","1","NULL","NULL","NULL"
"426930100","Adieu les cons","Gaumont","1","1","NULL","NULL"
"426930100","Adieu les cons","Manchester Films","2","NULL","NULL","1"
"426930100","Adieu les cons","Stadenn Productions","3","NULL","NULL","1"
"427000100","The Other Lamb","Rooks Nest Entertainment","1","1","NULL","NULL"
"427000100","The Other Lamb","Preservation Services","2","1","NULL","NULL"
"427000100","The Other Lamb","Rumble Films ","3","NULL","NULL","1"
"427000100","The Other Lamb","Subotica Ltd","4","NULL","NULL","1"
"427000100","The Other Lamb","Zentropa Entertainments","5","NULL","1","1"
"427000100","The Other Lamb","Umedia","6","NULL","NULL","1"
"427000100","The Other Lamb","IFC Midnight","7","1","NULL","NULL"
"427060100","El Hoyo","Basque Films","1","NULL","NULL","NULL"
"427060100","El Hoyo","Mr Miyagi Films","2","NULL","NULL","NULL"
"427060100","El Hoyo","Plataforma La Pelicula","3","NULL","NULL","NULL"
"427110100","Spell","Paramount Players","1","NULL","NULL","NULL"
"427110100","Spell","LINK Entertainment","2","NULL","NULL","NULL"
"427110100","Spell","MC8 Entertainment","3","NULL","NULL","NULL"
"427120100","Incitement","WestEnd Films","1","NULL","NULL","1"
"427120100","Incitement","Metro Communications","2","NULL","NULL","1"
"427120100","Incitement","Opening Night","3","NULL","NULL","1"
"427120100","Incitement","United King Films","4","0","1","1"
"427120100","Incitement","Sunshine Films   ","5","NULL","1","1"
"427120100","Incitement","Greenwich Entertainment","6","1","NULL","NULL"
"427120100","Incitement","Reshet TV","7","NULL","1","1"
"427120100","Incitement","Yes  ","8","NULL","1","1"
"427120100","Incitement","Udi Recanati","9","NULL","1","1"
"427120100","Incitement","Meir Hadar","10","NULL","1","1"
"427120100","Incitement","Tsaffi Shomer","11","NULL","1","1"
"427120100","Incitement","Moshe Shomer","12","NULL","1","1"
"427120100","Incitement","Mountaintop Productions","13","NULL","1","1"
"427120100","Incitement","Israel Film Fund","14","1","NULL","NULL"
"427150100","Martin Eden","Avventurosa","1","1","NULL","1"
"427150100","Martin Eden","IBC Spotlight","2","1","NULL","1"
"427150100","Martin Eden","RAI Cinema","3","1","NULL","1"
"427150100","Martin Eden","Bayerischer Rundfunk","4","NULL","NULL","1"
"427150100","Martin Eden","Arte","5","NULL","1","1"
"427150100","Martin Eden","Mibac    ","6","1","NULL","NULL"
"427150100","Martin Eden","Direzione Generale Cinema","7","1","NULL","NULL"
"427150100","Martin Eden","Regione Campania","8","1","NULL","NULL"
"427150100","Martin Eden","Film Commission Regione Campania","9","1","NULL","NULL"
"427150100","Martin Eden","Regione Lazio","10","1","NULL","NULL"
"427150100","Martin Eden","Fondo Regionale Per Il Cinema E L'audiovisivo","11","1","NULL","NULL"
"427150100","Martin Eden","L'Aide aux Cinema du Monde","12","1","NULL","NULL"
"427150100","Martin Eden","Centre National du Cinema et de L Image Animee","13","1","NULL","NULL"
"427150100","Martin Eden","Institut Francais","14","1","NULL","NULL"
"427150100","Martin Eden","Mitteldeutsche Medienfoerderung","15","1","NULL","NULL"
"427150100","Martin Eden","Fondo Bilaterale Per Lo Svilupp Di Opere Cinematografiche","16","1","NULL","NULL"
"427150100","Martin Eden","Italo-Francesi MIBAC","17","1","NULL","NULL"
"427150100","Martin Eden","CNC","18","1","NULL","1"
"427150100","Martin Eden","The Region Sud Provence Alpes Cote d'Azur","19","1","NULL","NULL"
"427310100","Colectiv","Alexander Nanau Productions","1","NULL","NULL","1"
"427310100","Colectiv","Samsa Film","2","NULL","NULL","1"
"427310100","Colectiv","HBO Europe","3","NULL","NULL","1"
"427310100","Colectiv","Magnolia Pictures","4","0","NULL","1"
"427310100","Colectiv","Participant Media","5","0","NULL","1"
"427310100","Colectiv","Romanian Film Center","6","1","NULL","NULL"
"427310100","Colectiv","Film Fund Luxembourg","7","1","NULL","NULL"
"427310100","Colectiv","Sundance Documentary Film Program","8","1","NULL","NULL"
"427310100","Colectiv","Mitteldeutscher Rundfunk","9","NULL","1","1"
"427310100","Colectiv","Radio Television Suisse","10","NULL","1","1"
"427310100","Colectiv","RSI Radiotelevisione Svizzera","11","NULL","1","1"
"427310100","Colectiv","Yes Docu","12","NULL","1","1"
"427350100","Fête de Famille","Les Films du Worso","1","NULL","NULL","NULL"
"427350100","Fête de Famille","France 2 Cinema","2","NULL","NULL","NULL"
"427350100","Fête de Famille","Tropdebonheur Productions","3","NULL","NULL","NULL"
"427350100","Fête de Famille","Scope Pictures","4","NULL","NULL","NULL"
"427480100","Así habló el cambista","Cimarron","1","NULL","NULL","NULL"
"427480100","Así habló el cambista","Rizoma","2","NULL","NULL","NULL"
"427480100","Así habló el cambista","Pandora Filmproduktion","3","NULL","NULL","NULL"
"427500100","State Funeral","Atoms & Void","1","NULL","NULL","NULL"
"427500100","State Funeral","Studio Uljana Kim","2","NULL","NULL","NULL"
"427510100","The Furnace","Southern Lights Films","1","NULL","NULL","1"
"427510100","The Furnace","Meaning Maker","2","NULL","NULL","1"
"427510100","The Furnace","The Koop","3","NULL","NULL","1"
"427510100","The Furnace","Screen Australia","4","1","NULL","NULL"
"427510100","The Furnace","Screenwest","5","1","1","NULL"
"427510100","The Furnace","Lotterywest","6","1","1","NULL"
"427510100","The Furnace","Western Australian Regional Film Fund","7","1","1","NULL"
"427540100","Sound of Metal","Caviar","1","NULL","NULL","1"
"427540100","Sound of Metal","Flat 7 Productions","2","NULL","NULL","1"
"427540100","Sound of Metal","Amazon Studios","3","1","NULL","NULL"
"427670100","Nappeun Nyeoseokdeul: Deo Moobi","CJ Entertainment","1","NULL","NULL","NULL"
"427840100","The Room","VOO ET BETV","1","NULL","NULL","1"
"427840100","The Room","Canal Plus","2","NULL","1","1"
"427840100","The Room","Cine Plus","3","NULL","1","1"
"427840100","The Room","Cineventure Developpement","4","NULL","1","1"
"427840100","The Room","Soficinema 10","5","NULL","1","1"
"427840100","The Room","Angoa Intl","6","NULL","1","1"
"427840100","The Room","Media of the Europeen Union","7","1","NULL","1"
"427840100","The Room","Film Fund Luxembourg","8","1","NULL","1"
"427840100","The Room","Tax Shelter of the Belgian Government","9","1","NULL","1"
"427840100","The Room","Inver Tax Shelter","10","1","NULL","1"
"427840100","The Room","Wallimage","11","1","NULL","1"
"427900100","Nabarvené ptá?e","Silver Screen","1","NULL","NULL","1"
"427900100","Nabarvené ptá?e","Czech Television","2","NULL","1","1"
"427900100","Nabarvené ptá?e","Directory Films","3","NULL","1","1"
"427900100","Nabarvené ptá?e","Radio and Television Slovakia","4","NULL","1","1"
"427900100","Nabarvené ptá?e","Certicon Group","5","NULL","1","1"
"427900100","Nabarvené ptá?e","Innogy","6","NULL","1","1"
"427900100","Nabarvené ptá?e","PubRes","7","NULL","1","1"
"427900100","Nabarvené ptá?e","Monte Rosso","8","NULL","1","1"
"428060100","A Vida Invisível","RT Features","1","NULL","NULL","1"
"428060100","A Vida Invisível","Pola Pandora","2","NULL","NULL","1"
"428060100","A Vida Invisível","Sony Pictures","3","1","NULL","NULL"
"428060100","A Vida Invisível","Canal Brasil","4","NULL","NULL","1"
"428060100","A Vida Invisível","Naymar","5","NULL","NULL","1"
"428110100","143 rue du désert","Allers-Retours Films","1","NULL","NULL","NULL"
"428110100","143 rue du désert","Centrale Electrique","2","NULL","NULL","NULL"
"428140100","Nareul Chatajweo","26 Company","1","NULL","NULL","NULL"
"428170100","This is Not a Movie","Blue Ice Docs","1","1","NULL","NULL"
"428170100","This is Not a Movie","NFB","2","1","NULL","NULL"
"428170100","This is Not a Movie","Telefilm Canada","3","1","NULL","NULL"
"428170100","This is Not a Movie","The Rogers Group of Funds","4","1","NULL","NULL"
"428170100","This is Not a Movie","Theatrical Documentary Program","5","1","NULL","NULL"
"428170100","This is Not a Movie","Ontario Creates","6","1","NULL","NULL"
"428170100","This is Not a Movie","ZDF","7","1","NULL","NULL"
"428170100","This is Not a Movie","Arte","8","1","NULL","NULL"
"428170100","This is Not a Movie","VPRO","9","1","NULL","NULL"
"428170100","This is Not a Movie","Film- und Medienstiftung NRW","10","1","NULL","NULL"
"428170100","This is Not a Movie","Doc Society","11","1","NULL","NULL"
"428170100","This is Not a Movie","RTS    ","12","1","NULL","NULL"
"428170100","This is Not a Movie","Radiotelevision Suisse","13","1","NULL","NULL"
"428170100","This is Not a Movie","Canadian Film or Video Production Tax Credit","14","1","NULL","NULL"
"428170100","This is Not a Movie","Hot Docs Development Fund","15","1","NULL","NULL"
"428170100","This is Not a Movie","Tinam Inc","16","NULL","NULL","1"
"428170100","This is Not a Movie","Sutor Kolonko","17","NULL","NULL","1"
"428170100","This is Not a Movie","National Film Board of Canada","18","NULL","1","1"
"428300100","The Mortuary Collection","XYZ Films","1","NULL","NULL","NULL"
"428400100","The Cave","De Warrenne Pictures","1","NULL","NULL","NULL"
"428810100","Immortal Hero","Django Films","1","NULL","NULL","1"
"428810100","Immortal Hero","Ari","2","1","1","NULL"
"428810100","Immortal Hero","New Star","3","1","1","NULL"
"428930100","Recorder: The Marion Stokes Project","End Cue","1","NULL","NULL","1"
"428930100","Recorder: The Marion Stokes Project","Electric Chinoland","2","NULL","NULL","1"
"428930100","Recorder: The Marion Stokes Project","C41 Media","3","1","1","NULL"
"428960100","Pan Deng Zhe","Visualizer Film","1","NULL","NULL","NULL"
"428960100","Pan Deng Zhe","Shanghai Film Group","2","NULL","NULL","NULL"
"429150100","Jallikattu","Opus Penta","1","NULL","NULL","NULL"
"429150100","Jallikattu","Kasargod Aadmi Pictures","2","NULL","NULL","NULL"
"429150100","Jallikattu","Chembosky Motion Pictures","3","NULL","NULL","NULL"
"429190100","Lara","Schiwago Film","1","NULL","NULL","NULL"
"429210100","Barn","Motlys","1","NULL","NULL","NULL"
"429210100","Barn","Platforma Filma","2","NULL","NULL","NULL"
"429210100","Barn","Film i Vast","3","NULL","NULL","NULL"
"429220100","House of Cardin","Ebersole Hughes Company","1","NULL","NULL","NULL"
"429300100","Inherit the Viper","Lionsgate","1","1","NULL","NULL"
"429300100","Inherit the Viper","Barry Films","2","NULL","NULL","1"
"429300100","Inherit the Viper","Tycor International Film Company","3","NULL","1","1"
"429300100","Inherit the Viper","Wild Bunch","4","NULL","1","1"
"429460100","Capital in the Twenty-First Century","Kino Lorber","1","1","NULL","NULL"
"429460100","Capital in the Twenty-First Century","GFC Films","2","NULL","NULL","1"
"429460100","Capital in the Twenty-First Century","Upside    ","3","NULL","NULL","1"
"429570100","Jeanne","3B Productions","1","NULL","NULL","NULL"
"429570100","Jeanne","Cinecap 2","2","NULL","NULL","NULL"
"429570100","Jeanne","Pictanovo","3","NULL","NULL","NULL"
"429710100","Christmas Getaway","The Hallmark Channel","1","1","NULL","1"
"429790100","The Shed","A Bigger Boat Productions","1","NULL","NULL","NULL"
"429850100","Housefull 4","Fox Star Studios","1","1","NULL","1"
"429850100","Housefull 4","Nadiadwala Grandson Entertainment","2","NULL","NULL","1"
"429920100","Human Lost","Polygon Pictures","1","NULL","NULL","1"
"429950100","Zhongguo jizhang","Bona Entertainment Company","1","1","NULL","1"
"429950100","Zhongguo jizhang","Alibaba Pictures","2","NULL","NULL","1"
"429950100","Zhongguo jizhang","Huaxia Film & Distribution Coroporation","3","1","NULL","1"
"429950100","Zhongguo jizhang","Zhongzhi Enterprise Group","4","NULL","1","1"
"429950100","Zhongguo jizhang","Zhejiang Bona","5","NULL","1","1"
"429950100","Zhongguo jizhang","Lamb Film","6","NULL","1","1"
"429950100","Zhongguo jizhang","Television Media     ","7","NULL","1","1"
"429950100","Zhongguo jizhang","Xiu Shanfang Culture and Art Company","8","NULL","1","1"
"429950100","Zhongguo jizhang","Sichuan Aviation Culture Media Advertising Company","9","NULL","1","1"
"429950100","Zhongguo jizhang","CAAC News","10","NULL","1","1"
"429950100","Zhongguo jizhang","Omnijoi","11","NULL","1","1"
"429950100","Zhongguo jizhang","Yunnan Jincai Shijie Pictures","12","NULL","1","1"
"429950100","Zhongguo jizhang","Inner Mongolia Film Group","13","NULL","1","1"
"429950100","Zhongguo jizhang","Beijing Huaming Xingkong International Media","14","NULL","1","1"
"429950100","Zhongguo jizhang","Asia Pacific Films","15","NULL","1","1"
"429950100","Zhongguo jizhang","Wanda Media","16","NULL","1","1"
"429950100","Zhongguo jizhang","Shanghai Fuyi Media","17","NULL","1","1"
"429950100","Zhongguo jizhang","Chong Qing Film Group","18","NULL","1","1"
"429950100","Zhongguo jizhang","E Mei Film Group","19","NULL","1","1"
"429950100","Zhongguo jizhang","Well Go USA Entertainment","20","1","NULL","NULL"
"430670100","The Kingmaker","Showtime Documentary Films","1","1","NULL","NULL"
"430670100","The Kingmaker","Evergreen Pictures","2","NULL","NULL","1"
"430670100","The Kingmaker","Artemis Rising Films","3","NULL","1","1"
"430670100","The Kingmaker","Bloomberg","4","NULL","1","1"
"430670100","The Kingmaker","Candescent Films","5","NULL","1","1"
"430670100","The Kingmaker","Impact Partners","6","NULL","1","1"
"430670100","The Kingmaker","Meadow Point Motion Pictures","7","NULL","1","1"
"430670100","The Kingmaker","Meadow Fund","8","1","1","NULL"
"430670100","The Kingmaker","Secret Sauce Media","9","NULL","1","1"
"430780100","100 Acres of Hell","Screenshot Entertainment","1","1","NULL","1"
"430790100","Asuran","V Creations","1","NULL","NULL","NULL"
"430920100","Winterland","Teton Gravity Research","1","NULL","NULL","NULL"
"431000100","José","Outsider Pictures","1","1","NULL","1"
"431010100","Storia di B. — La scomparsa di mia madre","Nanof","1","NULL","NULL","1"
"431010100","Storia di B. — La scomparsa di mia madre","RAI Cinema","2","1","1","NULL"
"431010100","Storia di B. — La scomparsa di mia madre","Ryot Films","3","1","NULL","1"
"431010100","Storia di B. — La scomparsa di mia madre","MIBACT","4","1","NULL","NULL"
"431010100","Storia di B. — La scomparsa di mia madre","Direzione Generale Cinema","5","1","NULL","NULL"
"431010100","Storia di B. — La scomparsa di mia madre","Sensi Contemporanei Toscana per il Cinema","6","1","NULL","NULL"
"431090100","Crescendo","Camino Filmverleih","1","1","NULL","NULL"
"431090100","Crescendo","CCC Filmkunst","2","NULL","NULL","1"
"431090100","Crescendo","Servus TV","3","NULL","NULL","1"
"431090100","Crescendo","MZ-Film","4","NULL","NULL","1"
"431090100","Crescendo","Filmvergnuegen","5","NULL","NULL","1"
"431090100","Crescendo","Niama Film","6","NULL","NULL","1"
"431090100","Crescendo","Ave Publishing","7","NULL","NULL","1"
"431120100","Jipuragirado Jabgo Sipeun Jimseungdeul","B.A. Entertainment ","1","NULL","NULL","NULL"
